	tconst	directors	producers	writers
3299	tt2197797	nm0592808,nm0855613,nm0336241,nm0952352,nm0509183,nm0067090,nm0864936,nm0000536,nm0534850,nm0924693,nm0185734		nm4867599,nm1243918,nm0265557,nm0413407,nm2998901,nm1175237,nm1175413,nm1344603,nm0588936,nm0665322,nm1773678,nm0845860,nm0029646,nm2837292
3300	tt2297757	nm0938471,nm2358709		nm2358709,nm0464523,nm2089814,nm1179485,nm1081755,nm3774181,nm3324982,nm1336162,nm2874818
3301	tt2339608	nm2757429,nm1760721		nm1903445,nm8496812,nm1906100
3302	tt2477230	nm0192030,nm0923423,nm0124079,nm2151126,nm0000594,nm0151540,nm0095424,nm0424594,nm0587508,nm0603628,nm0101741,nm0552140,nm0779641,nm0235852,nm0509183,nm0592813,nm0393661,nm0007091,nm0165962,nm0004838,nm1392007,nm0431817,nm0005113		nm0431817,nm0007091,nm1499089,nm5606221,nm3969927,nm0308359,nm2749464,nm1335519,nm2109010,nm1064127,nm5002501,nm0491890,nm1068213,nm2636898,nm1376081,nm2637545,nm3434607,nm6845829,nm1768285,nm0568416,nm9213415,nm2799425
3303	tt2698984	nm1926903,nm0417794,nm0579318,nm0088392,nm1080142,nm0390657,nm0000625,nm0001710,nm0812304		nm0621708,nm0147228,nm2488633,nm0193915,nm4338665,nm1703687,nm1177747,nm0056462,nm1262412,nm3241265
3304	tt2710394	nm0292468,nm0923768,nm0318795,nm0329183,nm0676671,nm0840075,nm1278887,nm0314104,nm0567680,nm0832369,nm0197700,nm1313340,nm0471862,nm0797869,nm0368602,nm0227192,nm0909568,nm0082748,nm2287980,nm0001227,nm0586539,nm0001726,nm1199954,nm0737517,nm0342603,nm0003080,nm0154819,nm0047425,nm2326979,nm0929360,nm0003022		nm0565220,nm1173204,nm1644576,nm0728353,nm1636644,nm4233062,nm5655249,nm7703735,nm0250668,nm0086194,nm0938861,nm0800464,nm0709921,nm1004604,nm0567166,nm0757218,nm1453801,nm1122793,nm1557867,nm0073766,nm0361912,nm2381405,nm0501890,nm0750313,nm2347938,nm1646565,nm0044828,nm0185805,nm2193073,nm0679037,nm6441160,nm2193988,nm7092221,nm2004589,nm0041179,nm0991367,nm1245501
3305	tt2828240	nm5616300		nm3877103
3306	tt2955402	nm2149627,nm0994567,nm1266768,nm0845207,nm0350957		nm1409606,nm2196125,nm1202178,nm2798991,nm1310000,nm7202276,nm0997003,nm2601909,nm1459402,nm2610456,nm2853495,nm1383742,nm4152116,nm2268479,nm2926123,nm2127738,nm2162103
3307	tt3444938	nm3499593,nm12188014,nm2084252,nm5491840,nm3995353,nm7396569,nm1206693,nm10341274		nm6345135,nm3563945,nm3677049,nm6348599,nm2240513,nm3346409,nm11018087,nm8273639,nm6348600,nm5104837,nm5847888,nm4627895,nm1702396,nm3300000,nm4064023,nm2527057,nm3265587,nm3355350,nm4780828,nm5369368,nm4669099,nm5920000,nm9370057,nm3625432,nm0973112,nm0266422,nm6847304,nm9226844,nm0283905,nm6348602,nm4433674,nm0369870,nm0397921,nm0417793,nm8191605,nm2452107,nm8270220,nm11029991,nm4076783,nm5668945,nm0509288,nm11200030,nm7186319,nm3688724,nm3918123,nm0587043,nm5206195,nm6345142,nm2696077,nm3499593,nm2040093,nm1885677,nm1769524,nm5276392,nm6919528,nm2212001,nm2807724,nm3618100,nm5369064,nm1413217,nm2766741,nm10549422,nm6822159,nm5194546,nm1156467,nm5719809,nm3251230,nm1826841,nm4466853,nm1925656
3308	tt5170828	nm1360920		nm1360920,nm7585166,nm1186462,nm6207210,nm0345674,nm5643551
3309	tt5674718	nm1423555,nm0379872,nm0350957,nm1202806,nm2149627,nm1266768		nm1202178,nm2610456,nm4152116,nm2798991,nm3392734,nm1105268,nm2853495,nm8162159,nm9694903,nm2196125,nm1383742,nm2268479
3310	tt5707802	nm5697142,nm1891632,nm0304091,nm1503575,nm3258390,nm1660595,nm0005303,nm0724757,nm1063492,nm2530900,nm0106230,nm0243109,nm2064480,nm1286069,nm2282177		nm2282177,nm3344453,nm6975175,nm1643388,nm2192489,nm1671292,nm4505619,nm10661573,nm6431466,nm3920289,nm0225071,nm0101465,nm5697142
3311	tt5834204	nm0327466,nm0717225,nm0305017,nm0687964,nm1543747,nm1392994,nm0914433,nm0804556,nm0909608,nm0900284,nm0005253,nm2197025,nm0925966,nm3399862,nm0054954,nm0219491,nm0791672,nm1357921,nm0797455		nm0588005,nm0041194,nm3817287,nm4732914,nm1936920,nm2118749,nm6871904,nm0875740,nm2575780,nm1117707,nm6460667,nm1771570,nm5663572,nm3643006,nm2566002,nm2799630,nm4611331
3312	tt6342474	nm0008352,nm4738743,nm9150409,nm7749498,nm2738379		nm1618263,nm1271019,nm9249635,nm7203349,nm2276485,nm1520915,nm1768343
3313	tt7203552	nm0291205,nm0001460,nm0003163,nm0106230,nm0206259,nm0533713,nm1119645,nm0037708,nm0322128,nm0537199,nm1121126,nm0950506		nm5966976,nm0251328,nm4526964,nm5537366,nm7937749,nm3902772,nm4579562,nm3243635,nm3119433,nm6639798,nm3529149,nm6152442,nm8020147,nm4731437
3314	tt7524382	nm2444240,nm3760083		nm5857152,nm0691583
3315	tt7661384	nm2903680,nm0027413,nm1576181,nm4982198,nm2223783,nm2091775,nm0509183,nm0036496,nm3998161,nm5502262,nm0873266		nm2903680,nm1271093,nm0149669,nm1271884,nm10399660,nm8775807,nm6445002,nm10945129,nm4116327,nm2091775,nm6845829,nm1754595,nm0167117,nm0382943,nm1056239,nm1111939,nm8094330,nm4348121
3316	tt7766104	nm0039402,nm2043473,nm0471622,nm4928331,nm1076550		nm7184175,nm9649666,nm10512110,nm4207641,nm5013322,nm6711499,nm4679395,nm0517179
3317	tt8201186	nm1354625,nm0448757,nm0486010		nm1354625,nm2792130
3318	tt8242548	nm7278299,nm2168111		nm0080157,nm3002771,nm1301329
3319	tt8560994	nm5663366		nm5663366,nm11544010,nm1242398,nm9909867
3320	tt9698520	nm3995353,nm7521338,nm2040486,nm2850112		nm1813746,nm2730724,nm6829170,nm8954827,nm7990448,nm10581688,nm4575382,nm5375410,nm2021857,nm5819289,nm12430591,nm9205091,nm5738318,nm7535913,nm12542994,nm4374674,nm10363157,nm6196391,nm13574280,nm1121120
3321	tt9814900	nm0398258,nm1036211,nm0386780,nm1033215,nm1034266,nm11182849		nm0386780,nm0746573,nm1034266,nm1033215,nm1036211
3322	tt0381733	nm1659900,nm1654219,nm0406528,nm1461377		nm2244391,nm1461377,nm2504347,nm0007657,nm1654219,nm1661188,nm1659900,nm3907375,nm1656256,nm2305031,nm2825761,nm2053159,nm0345998,nm3041204,nm2689428,nm3926001
3323	tt0450357	nm0154074,nm0497563		nm0154074,nm0497563,nm0071304,nm0321835
3324	tt0452718	nm0665321,nm0333239,nm0718001,nm0026442,nm0590790,nm0003497,nm0733227,nm0211523,nm0067090,nm0941276,nm0665322,nm0247123,nm0908833,nm0258066		nm0665321,nm0665322,nm0064157,nm1322707,nm0423715,nm0128663,nm0339264,nm0583514,nm1117226
3325	tt0460637	nm0002973,nm0330140,nm0787687,nm0399737,nm0625065,nm0913637,nm0697656,nm0329923,nm0205542,nm0004517,nm0002700,nm0578162,nm0579318,nm0485637,nm0505842,nm0791381,nm0000739,nm0874133,nm0001674,nm0503669,nm0926526,nm0779641,nm0188929,nm0762541,nm0001288		nm0503669,nm0001674,nm0055756,nm1010379,nm1547719,nm2639735,nm0649699,nm1864771,nm1860678,nm0804443,nm0009160,nm0860188,nm0780980,nm1214999,nm0877701,nm1725766,nm0189504,nm0404209,nm0503899,nm1802537,nm0315386,nm1546020,nm0376429,nm1836241,nm0788420,nm2683474,nm1202354,nm0897860,nm1590309,nm1037485,nm0720009,nm0859514
3326	tt0863046	nm0090386,nm0799995,nm0417794,nm0327273,nm0169806,nm0003474		nm0090386,nm1318596,nm1235366,nm1720648,nm0606597,nm0765290,nm0799995,nm0169806,nm0438235
3327	tt0907702	nm1380082,nm0265086,nm0342378,nm0257775,nm0536389,nm0104851,nm0645038,nm0031992,nm0282425,nm0027733,nm0934684,nm0269209,nm0545729		nm0542520,nm0862073,nm0031992,nm0526620,nm1171024,nm0647284,nm1371836,nm0759112,nm0734316,nm0342378,nm0545729,nm0511465,nm0074719,nm0293009,nm0752968,nm0127114,nm0127119,nm0439685,nm0742577,nm5693432,nm5694124,nm0701465,nm0083772,nm0511152,nm0526478,nm0589563,nm2894867
3328	tt10166602	nm10976608,nm1015063,nm0934663,nm0281945,nm0258128,nm5514695,nm3399862,nm6955079,nm0838198,nm1420377,nm3156269,nm0390844,nm3215024,nm0935631,nm0101908,nm1440863,nm3060183,nm0038893		nm7698350,nm4170842,nm0074165,nm5445860,nm8502652,nm12654393,nm3600024,nm3974775,nm3777196,nm9165845,nm7860202,nm2521206,nm3405369,nm8108153,nm3873358,nm0493018,nm5603256,nm6152442,nm0777312,nm0927497,nm1723197
